Station,Heure,Jour,Meteo,Affluence
Vincennes,6,Samedi,Nuageux,32
Montparnasse,14,Dimanche,Soleil,176
Saint-Denis (Stade),16,Jeudi,Nuageux,208
Gare de Lyon,6,Dimanche,Nuageux,141
Aéroport d'Orly,19,Dimanche,Nuageux,491
Gare de Lyon,7,Dimanche,Nuageux,278
Juvisy,6,Samedi,Pluie,80
Gare de Lyon,11,Mercredi,Nuageux,314
Massy-Palaiseau,13,Mardi,Soleil,218
Neuilly-Plaisance,15,Lundi,Pluie,168
Saint-Denis (Stade),20,Lundi,Pluie,231
Massy-Palaiseau,11,Lundi,Nuageux,100
Bercy,17,Dimanche,Soleil,456
Saint-Denis (Stade),7,Vendredi,Pluie,323
Châtelet-Les Halles,15,Mercredi,Nuageux,415
Saint-Denis (Stade),7,Mardi,Nuageux,215
Boulogne - Pont de Sèvres,19,Vendredi,Nuageux,630
Juvisy,12,Jeudi,Soleil,206
Juvisy,11,Jeudi,Pluie,163
Marne-la-Vallée (Chessy),9,Dimanche,Pluie,260
Vincennes,10,Mardi,Nuageux,5
Neuilly-Plaisance,23,Dimanche,Nuageux,96
Gare de Lyon,7,Dimanche,Pluie,257
La Défense,15,Samedi,Nuageux,267
Aéroport d'Orly,10,Mardi,Nuageux,201
Neuilly-Plaisance,18,Lundi,Soleil,561
Auber / Opéra,21,Mercredi,Pluie,422
Val de Fontenay,7,Lundi,Soleil,284
Châtelet-Les Halles,8,Dimanche,Nuageux,360
Saint-Lazare,13,Mercredi,Nuageux,241
Vincennes,17,Vendredi,Pluie,785
Vincennes,10,Vendredi,Soleil,101
Aéroport CDG 2,14,Dimanche,Nuageux,62
Val de Fontenay,17,Samedi,Pluie,506
Créteil-Préfecture,18,Mercredi,Nuageux,667
Gare du Nord,16,Vendredi,Soleil,446
Marne-la-Vallée (Chessy),17,Mercredi,Soleil,870
Gare du Nord,14,Dimanche,Pluie,138
Gare de Lyon,11,Samedi,Pluie,139
Massy-Palaiseau,9,Samedi,Nuageux,163
La Défense,16,Samedi,Soleil,223
Noisy-le-Grand,6,Vendredi,Nuageux,75
République,12,Samedi,Soleil,86
Auber / Opéra,12,Jeudi,Soleil,211
Vincennes,23,Dimanche,Nuageux,160
Créteil-Préfecture,9,Mardi,Nuageux,267
Val de Fontenay,12,Vendredi,Nuageux,181
Aéroport d'Orly,14,Vendredi,Soleil,257
Gare du Nord,17,Jeudi,Soleil,1417
Vincennes,13,Lundi,Pluie,138
Marne-la-Vallée (Chessy),11,Jeudi,Soleil,230
Aéroport d'Orly,23,Vendredi,Pluie,445
Saint-Denis (Stade),15,Jeudi,Soleil,156
Val de Fontenay,12,Jeudi,Pluie,238
La Défense,20,Samedi,Soleil,252
Massy-Palaiseau,14,Jeudi,Nuageux,260
Neuilly-Plaisance,10,Dimanche,Nuageux,54
Boulogne - Pont de Sèvres,14,Mercredi,Nuageux,204
Versailles-Chantiers,14,Jeudi,Pluie,225
Vincennes,23,Jeudi,Pluie,274
Cergy-Préfecture,8,Dimanche,Nuageux,132
Montparnasse,23,Dimanche,Nuageux,185
Aéroport d'Orly,7,Vendredi,Soleil,269
Saint-Lazare,21,Mercredi,Pluie,438
Aéroport CDG 2,18,Lundi,Pluie,1272
Nanterre-Préfecture,14,Mercredi,Pluie,185
Montparnasse,10,Mercredi,Soleil,241
La Défense,20,Dimanche,Pluie,318
Châtelet-Les Halles,13,Dimanche,Pluie,252
Saint-Lazare,16,Mercredi,Nuageux,283
Vincennes,16,Vendredi,Nuageux,249
Gare du Nord,18,Samedi,Pluie,987
La Défense,6,Mardi,Nuageux,9
Massy-Palaiseau,14,Vendredi,Soleil,143
Nanterre-Préfecture,8,Dimanche,Nuageux,161
Boulogne - Pont de Sèvres,10,Vendredi,Pluie,101
Neuilly-Plaisance,17,Lundi,Pluie,612
Juvisy,18,Samedi,Nuageux,390
Vincennes,8,Lundi,Nuageux,245
Neuilly-Plaisance,14,Dimanche,Nuageux,205
Cergy-Préfecture,14,Lundi,Nuageux,135
Nation,9,Mardi,Pluie,516
Marne-la-Vallée (Chessy),8,Mercredi,Nuageux,364
Nanterre-Préfecture,16,Mardi,Pluie,249
Massy-Palaiseau,18,Dimanche,Pluie,601
Versailles-Chantiers,11,Mercredi,Pluie,163
Nation,6,Mardi,Nuageux,105
Vincennes,18,Samedi,Nuageux,365
Marne-la-Vallée (Chessy),14,Vendredi,Pluie,159
Juvisy,20,Vendredi,Nuageux,239
Aéroport d'Orly,7,Mercredi,Nuageux,372
Auber / Opéra,12,Mercredi,Nuageux,176
La Défense,21,Mercredi,Nuageux,425
Neuilly-Plaisance,8,Dimanche,Nuageux,234
Versailles-Chantiers,23,Jeudi,Soleil,291
Boulogne - Pont de Sèvres,19,Lundi,Soleil,574
La Défense,14,Jeudi,Soleil,410
Aéroport d'Orly,14,Jeudi,Nuageux,192
Marne-la-Vallée (Chessy),16,Vendredi,Nuageux,198
Vincennes,13,Samedi,Soleil,8
Nanterre-Préfecture,19,Vendredi,Soleil,756
Marne-la-Vallée (Chessy),22,Mercredi,Soleil,329
Auber / Opéra,5,Vendredi,Pluie,148
Massy-Palaiseau,7,Mercredi,Nuageux,267
Neuilly-Plaisance,12,Samedi,Pluie,101
Aéroport d'Orly,11,Samedi,Soleil,98
Gare de Lyon,19,Jeudi,Pluie,1555
République,12,Lundi,Soleil,27
Saint-Lazare,19,Vendredi,Pluie,1441
Cergy-Préfecture,9,Jeudi,Nuageux,339
Nanterre-Préfecture,16,Samedi,Pluie,88
Saint-Denis (Stade),16,Mercredi,Nuageux,220
Saint-Denis (Stade),13,Vendredi,Soleil,166
Versailles-Chantiers,13,Samedi,Pluie,53
Versailles-Chantiers,19,Dimanche,Nuageux,467
Gare du Nord,19,Lundi,Nuageux,1540
Boulogne - Pont de Sèvres,16,Vendredi,Nuageux,124
Nation,9,Mercredi,Pluie,418
Val de Fontenay,5,Jeudi,Soleil,18
Noisy-le-Grand,23,Samedi,Nuageux,129
Massy-Palaiseau,15,Dimanche,Nuageux,128
Nation,22,Dimanche,Pluie,273
Versailles-Chantiers,10,Jeudi,Nuageux,154
Juvisy,21,Lundi,Nuageux,181
Juvisy,18,Lundi,Pluie,877
Marne-la-Vallée (Chessy),16,Jeudi,Soleil,189
Vincennes,9,Mardi,Pluie,340
Saint-Lazare,11,Jeudi,Pluie,278
Val de Fontenay,20,Mercredi,Pluie,247
Noisy-le-Grand,13,Vendredi,Pluie,123
Nanterre-Préfecture,19,Mardi,Nuageux,727
Châtelet-Les Halles,8,Dimanche,Soleil,358
Saint-Lazare,11,Jeudi,Nuageux,178
République,18,Vendredi,Soleil,810
Nation,8,Samedi,Nuageux,280
Val de Fontenay,8,Lundi,Nuageux,260
Saint-Denis (Stade),18,Samedi,Pluie,558
Aéroport CDG 2,11,Jeudi,Pluie,215
Boulogne - Pont de Sèvres,19,Mardi,Nuageux,739
République,16,Mercredi,Pluie,231
Massy-Palaiseau,18,Vendredi,Soleil,843
Neuilly-Plaisance,17,Samedi,Pluie,371
Nanterre-Préfecture,23,Dimanche,Nuageux,49
Marne-la-Vallée (Chessy),16,Vendredi,Nuageux,253
Vincennes,20,Jeudi,Nuageux,231
Cergy-Préfecture,20,Mercredi,Nuageux,270
Saint-Denis (Stade),5,Mercredi,Soleil,42
Saint-Denis (Stade),19,Lundi,Nuageux,822
Aéroport d'Orly,9,Jeudi,Pluie,474
Châtelet-Les Halles,10,Samedi,Nuageux,103
Bercy,21,Dimanche,Nuageux,151
Nation,15,Vendredi,Pluie,252
Juvisy,8,Lundi,Soleil,223
Châtelet-Les Halles,22,Vendredi,Pluie,647
Gare du Nord,18,Samedi,Soleil,884
Châtelet-Les Halles,13,Lundi,Nuageux,338
Châtelet-Les Halles,7,Samedi,Soleil,308
République,7,Jeudi,Nuageux,214
Noisy-le-Grand,15,Samedi,Soleil,92
Châtelet-Les Halles,9,Lundi,Nuageux,560
Noisy-le-Grand,8,Lundi,Pluie,236
Aéroport d'Orly,16,Mercredi,Nuageux,179
Saint-Denis (Stade),16,Samedi,Nuageux,165
Auber / Opéra,8,Mercredi,Nuageux,274
Gare du Nord,7,Samedi,Nuageux,321
Saint-Lazare,6,Vendredi,Soleil,61
Auber / Opéra,8,Dimanche,Soleil,232
Marne-la-Vallée (Chessy),8,Mercredi,Pluie,488
Juvisy,11,Jeudi,Soleil,171
Vincennes,6,Jeudi,Pluie,68
Gare du Nord,15,Lundi,Nuageux,301
Bercy,9,Vendredi,Soleil,367
Créteil-Préfecture,17,Dimanche,Pluie,405
Neuilly-Plaisance,8,Jeudi,Nuageux,218
Massy-Palaiseau,13,Lundi,Pluie,237
Nation,11,Vendredi,Pluie,239
Val de Fontenay,17,Jeudi,Pluie,809
La Défense,14,Mardi,Soleil,310
Saint-Lazare,11,Lundi,Soleil,178
République,22,Jeudi,Pluie,334
Saint-Lazare,22,Mardi,Pluie,477
République,6,Samedi,Pluie,176
Auber / Opéra,5,Lundi,Pluie,96
République,17,Jeudi,Pluie,946
Juvisy,6,Lundi,Soleil,15
Neuilly-Plaisance,8,Mercredi,Pluie,253
Nation,13,Samedi,Pluie,51
Nation,12,Mardi,Pluie,268
Juvisy,22,Vendredi,Pluie,293
Aéroport d'Orly,20,Vendredi,Nuageux,252
Vincennes,8,Dimanche,Pluie,210
Auber / Opéra,8,Lundi,Nuageux,366
Val de Fontenay,22,Lundi,Nuageux,300
Aéroport d'Orly,6,Mercredi,Pluie,26
Cergy-Préfecture,15,Mardi,Pluie,145
Gare de Lyon,8,Lundi,Nuageux,330
Saint-Lazare,18,Vendredi,Pluie,1393
Saint-Denis (Stade),21,Mardi,Nuageux,317
La Défense,12,Mardi,Nuageux,265
République,5,Mercredi,Soleil,126
Bercy,23,Samedi,Pluie,234
Marne-la-Vallée (Chessy),23,Lundi,Nuageux,340
Val de Fontenay,11,Mardi,Nuageux,133
Juvisy,5,Mercredi,Pluie,124
Saint-Denis (Stade),5,Vendredi,Nuageux,28
Neuilly-Plaisance,14,Mercredi,Pluie,178
Créteil-Préfecture,17,Dimanche,Soleil,422
Neuilly-Plaisance,9,Dimanche,Pluie,145
Noisy-le-Grand,16,Dimanche,Soleil,129
Nanterre-Préfecture,7,Mercredi,Pluie,291
Noisy-le-Grand,23,Samedi,Soleil,106
Aéroport CDG 2,8,Dimanche,Nuageux,282
Aéroport CDG 2,19,Mercredi,Soleil,1077
Créteil-Préfecture,17,Dimanche,Pluie,484
Marne-la-Vallée (Chessy),15,Lundi,Nuageux,145
Gare de Lyon,6,Mercredi,Nuageux,83
Noisy-le-Grand,13,Vendredi,Pluie,149
Nation,16,Mardi,Pluie,257
Créteil-Préfecture,8,Dimanche,Nuageux,106
Versailles-Chantiers,23,Dimanche,Nuageux,112
Créteil-Préfecture,14,Jeudi,Pluie,179
Aéroport CDG 2,15,Dimanche,Nuageux,133
Neuilly-Plaisance,11,Samedi,Nuageux,71
Juvisy,17,Lundi,Pluie,820
Saint-Lazare,13,Jeudi,Soleil,163
Juvisy,16,Dimanche,Pluie,143
Aéroport CDG 2,6,Samedi,Nuageux,86
Saint-Denis (Stade),5,Samedi,Nuageux,0
Montparnasse,11,Mercredi,Nuageux,222
Boulogne - Pont de Sèvres,5,Lundi,Nuageux,23
République,20,Vendredi,Nuageux,313
La Défense,8,Jeudi,Nuageux,340
Bercy,12,Mardi,Soleil,205
Aéroport CDG 2,21,Samedi,Nuageux,276
La Défense,23,Vendredi,Pluie,577
Saint-Denis (Stade),8,Vendredi,Soleil,365
Vincennes,8,Jeudi,Nuageux,237
Châtelet-Les Halles,12,Mardi,Pluie,330
Auber / Opéra,14,Lundi,Soleil,307
Neuilly-Plaisance,20,Dimanche,Pluie,107
Massy-Palaiseau,23,Vendredi,Nuageux,354
Versailles-Chantiers,5,Lundi,Pluie,26
Boulogne - Pont de Sèvres,9,Vendredi,Soleil,275
Aéroport d'Orly,6,Dimanche,Pluie,32
Montparnasse,20,Mercredi,Pluie,401
Gare de Lyon,17,Dimanche,Nuageux,770
Neuilly-Plaisance,10,Samedi,Pluie,60
Aéroport d'Orly,8,Dimanche,Soleil,239
Boulogne - Pont de Sèvres,11,Vendredi,Soleil,75
Juvisy,6,Lundi,Nuageux,83
Massy-Palaiseau,14,Mardi,Nuageux,192
Aéroport CDG 2,18,Jeudi,Pluie,1222
République,12,Mardi,Soleil,169
Gare de Lyon,7,Vendredi,Nuageux,452
Versailles-Chantiers,7,Lundi,Soleil,242
Gare du Nord,6,Mercredi,Pluie,118
Gare de Lyon,21,Mardi,Nuageux,364
Gare du Nord,23,Mercredi,Soleil,529
Vincennes,14,Jeudi,Soleil,149
Gare du Nord,16,Dimanche,Soleil,280
Gare de Lyon,15,Mercredi,Pluie,385
Saint-Lazare,13,Dimanche,Soleil,158
Auber / Opéra,17,Jeudi,Nuageux,921
Bercy,10,Mercredi,Pluie,141
Aéroport CDG 2,18,Vendredi,Pluie,1186
Aéroport CDG 2,15,Mercredi,Nuageux,324
Saint-Denis (Stade),9,Samedi,Nuageux,184
Neuilly-Plaisance,6,Mardi,Pluie,32
La Défense,11,Dimanche,Soleil,128
Noisy-le-Grand,21,Mardi,Pluie,304
Juvisy,10,Mardi,Nuageux,5
Nation,18,Jeudi,Pluie,1098
Versailles-Chantiers,8,Jeudi,Nuageux,379
Vincennes,7,Vendredi,Pluie,284
Châtelet-Les Halles,15,Jeudi,Nuageux,375
La Défense,5,Vendredi,Pluie,151
Nation,18,Mercredi,Soleil,880
Gare de Lyon,10,Lundi,Nuageux,323
Cergy-Préfecture,21,Dimanche,Nuageux,190
Créteil-Préfecture,21,Mardi,Soleil,198
Bercy,15,Mardi,Soleil,218
Neuilly-Plaisance,11,Vendredi,Soleil,152
Marne-la-Vallée (Chessy),17,Jeudi,Soleil,754
Marne-la-Vallée (Chessy),12,Samedi,Soleil,223
Gare du Nord,12,Dimanche,Soleil,169
Créteil-Préfecture,13,Mercredi,Pluie,134
Montparnasse,11,Vendredi,Pluie,281
Montparnasse,13,Mardi,Pluie,216
Saint-Lazare,15,Samedi,Nuageux,75
Noisy-le-Grand,6,Dimanche,Nuageux,26
République,22,Dimanche,Soleil,87
Saint-Denis (Stade),7,Vendredi,Nuageux,235
Vincennes,22,Lundi,Pluie,307
Marne-la-Vallée (Chessy),20,Lundi,Pluie,338
Boulogne - Pont de Sèvres,12,Lundi,Nuageux,101
Auber / Opéra,12,Mercredi,Pluie,196
Nanterre-Préfecture,10,Lundi,Pluie,125
Aéroport d'Orly,6,Mercredi,Nuageux,66
Gare du Nord,20,Samedi,Pluie,324
Auber / Opéra,13,Vendredi,Pluie,169
Saint-Lazare,23,Mercredi,Nuageux,518
Massy-Palaiseau,19,Mardi,Nuageux,783
Nanterre-Préfecture,6,Jeudi,Nuageux,16
Nanterre-Préfecture,19,Lundi,Soleil,750
Gare du Nord,15,Jeudi,Pluie,469
La Défense,16,Vendredi,Pluie,452
Montparnasse,19,Mercredi,Pluie,1258
Montparnasse,20,Mercredi,Nuageux,247
Châtelet-Les Halles,10,Jeudi,Pluie,333
Nation,7,Dimanche,Soleil,158
Neuilly-Plaisance,10,Vendredi,Pluie,122
Boulogne - Pont de Sèvres,7,Jeudi,Pluie,257
Gare de Lyon,17,Mardi,Pluie,1338
Noisy-le-Grand,16,Lundi,Nuageux,176
Créteil-Préfecture,12,Lundi,Nuageux,168
Vincennes,6,Mercredi,Nuageux,68
Val de Fontenay,11,Samedi,Nuageux,27
Bercy,21,Vendredi,Nuageux,257
La Défense,11,Dimanche,Soleil,171
Saint-Denis (Stade),5,Vendredi,Pluie,81
Marne-la-Vallée (Chessy),8,Mercredi,Soleil,329
Cergy-Préfecture,19,Vendredi,Nuageux,807
Bercy,8,Dimanche,Soleil,100
Bercy,16,Vendredi,Pluie,196
Neuilly-Plaisance,20,Dimanche,Nuageux,100
République,22,Lundi,Nuageux,281
Châtelet-Les Halles,18,Mardi,Pluie,1792
Montparnasse,18,Mardi,Nuageux,1008
Aéroport d'Orly,15,Mercredi,Soleil,219
Nation,20,Mardi,Pluie,375
Val de Fontenay,19,Mardi,Nuageux,921
Neuilly-Plaisance,10,Lundi,Nuageux,83
Châtelet-Les Halles,17,Mardi,Pluie,1784
Nanterre-Préfecture,21,Mardi,Nuageux,105
Saint-Denis (Stade),8,Mardi,Soleil,338
Aéroport d'Orly,16,Samedi,Nuageux,69
Nanterre-Préfecture,22,Dimanche,Pluie,257
Val de Fontenay,12,Samedi,Nuageux,7
Montparnasse,16,Dimanche,Nuageux,140
Vincennes,8,Jeudi,Nuageux,232
Montparnasse,12,Mardi,Pluie,151
Neuilly-Plaisance,6,Jeudi,Nuageux,9
Montparnasse,8,Lundi,Nuageux,388
Massy-Palaiseau,16,Mardi,Soleil,167
Massy-Palaiseau,14,Vendredi,Soleil,155
Boulogne - Pont de Sèvres,19,Jeudi,Pluie,783
Neuilly-Plaisance,13,Mardi,Soleil,16
Boulogne - Pont de Sèvres,13,Samedi,Pluie,152
Vincennes,11,Vendredi,Pluie,151
Vincennes,6,Mercredi,Nuageux,7
Saint-Lazare,11,Jeudi,Soleil,195
Neuilly-Plaisance,13,Lundi,Soleil,147
Aéroport d'Orly,22,Mercredi,Soleil,294
Juvisy,16,Vendredi,Soleil,201
Marne-la-Vallée (Chessy),11,Jeudi,Soleil,185
Gare du Nord,23,Jeudi,Nuageux,439
République,20,Mardi,Soleil,235
Montparnasse,12,Dimanche,Nuageux,218
Aéroport d'Orly,23,Mercredi,Nuageux,284
Châtelet-Les Halles,10,Mardi,Soleil,271
Créteil-Préfecture,6,Dimanche,Pluie,109
La Défense,6,Lundi,Pluie,160
Saint-Lazare,12,Mercredi,Soleil,186
Montparnasse,14,Jeudi,Pluie,309
Versailles-Chantiers,15,Vendredi,Pluie,239
Montparnasse,7,Lundi,Nuageux,325
Châtelet-Les Halles,20,Mardi,Soleil,477
Massy-Palaiseau,7,Mardi,Soleil,248
Aéroport CDG 2,12,Samedi,Nuageux,65
Marne-la-Vallée (Chessy),23,Lundi,Soleil,314
Neuilly-Plaisance,16,Mercredi,Nuageux,243
Bercy,22,Lundi,Pluie,361
Aéroport d'Orly,17,Mercredi,Pluie,1059
Versailles-Chantiers,15,Lundi,Nuageux,208
Juvisy,17,Samedi,Soleil,448
Boulogne - Pont de Sèvres,7,Samedi,Soleil,112
Val de Fontenay,10,Lundi,Pluie,123
Gare du Nord,7,Jeudi,Soleil,442
Nanterre-Préfecture,5,Mercredi,Nuageux,105
Juvisy,18,Lundi,Soleil,749
Nanterre-Préfecture,11,Mardi,Nuageux,137
Auber / Opéra,13,Mardi,Pluie,270
Boulogne - Pont de Sèvres,5,Samedi,Soleil,94
Vincennes,14,Mercredi,Pluie,102
Val de Fontenay,17,Lundi,Pluie,914
Juvisy,16,Mercredi,Soleil,262
Créteil-Préfecture,8,Lundi,Pluie,342
Neuilly-Plaisance,11,Jeudi,Pluie,49
Saint-Lazare,14,Vendredi,Nuageux,280
Aéroport d'Orly,11,Mardi,Pluie,183
Créteil-Préfecture,19,Samedi,Soleil,474
Noisy-le-Grand,23,Mercredi,Soleil,237
Aéroport d'Orly,11,Mardi,Pluie,218
Cergy-Préfecture,18,Lundi,Nuageux,690
Juvisy,18,Mardi,Pluie,974
Bercy,22,Lundi,Pluie,410
Créteil-Préfecture,14,Mercredi,Pluie,183
Nation,7,Samedi,Nuageux,136
Juvisy,10,Samedi,Nuageux,124
Versailles-Chantiers,13,Vendredi,Nuageux,206
Châtelet-Les Halles,18,Jeudi,Soleil,1602
Créteil-Préfecture,12,Jeudi,Pluie,138
Nation,5,Mardi,Nuageux,75
Saint-Lazare,7,Mercredi,Soleil,364
Montparnasse,10,Mercredi,Pluie,190
Vincennes,5,Samedi,Pluie,28
Saint-Denis (Stade),22,Jeudi,Nuageux,354
Vincennes,14,Lundi,Nuageux,121
Gare du Nord,21,Dimanche,Nuageux,258
Châtelet-Les Halles,5,Jeudi,Nuageux,21
Créteil-Préfecture,12,Samedi,Nuageux,25
Créteil-Préfecture,16,Mardi,Soleil,193
Val de Fontenay,23,Jeudi,Soleil,254
Bercy,18,Dimanche,Pluie,474
Juvisy,23,Lundi,Nuageux,285
Juvisy,21,Samedi,Pluie,240
Massy-Palaiseau,20,Mardi,Nuageux,253
Nation,23,Lundi,Soleil,409
Vincennes,9,Vendredi,Pluie,338
Nation,23,Mardi,Soleil,360
Massy-Palaiseau,8,Lundi,Pluie,369
Neuilly-Plaisance,9,Jeudi,Nuageux,328
Nation,9,Vendredi,Pluie,498
Nanterre-Préfecture,5,Lundi,Pluie,34
Marne-la-Vallée (Chessy),22,Samedi,Pluie,179
Gare de Lyon,19,Jeudi,Pluie,1495
Châtelet-Les Halles,23,Vendredi,Soleil,521
Châtelet-Les Halles,18,Mercredi,Soleil,1616
Aéroport CDG 2,10,Mercredi,Nuageux,159
Cergy-Préfecture,22,Vendredi,Pluie,249
Marne-la-Vallée (Chessy),12,Dimanche,Soleil,109
Versailles-Chantiers,9,Lundi,Nuageux,330
Cergy-Préfecture,12,Lundi,Soleil,136
Montparnasse,10,Dimanche,Soleil,63
République,14,Mardi,Soleil,227
Gare du Nord,7,Lundi,Nuageux,574
Juvisy,17,Lundi,Pluie,815
Saint-Lazare,11,Mercredi,Soleil,176
République,8,Mercredi,Pluie,482
Châtelet-Les Halles,17,Lundi,Pluie,1598
République,10,Jeudi,Soleil,8
Nanterre-Préfecture,20,Mercredi,Pluie,208
Cergy-Préfecture,5,Samedi,Pluie,166
Noisy-le-Grand,17,Samedi,Pluie,548
République,6,Samedi,Nuageux,45
Versailles-Chantiers,23,Lundi,Nuageux,266
Noisy-le-Grand,10,Dimanche,Soleil,4
République,15,Mercredi,Soleil,226
Val de Fontenay,21,Lundi,Soleil,361
Gare de Lyon,13,Vendredi,Soleil,224
Gare du Nord,9,Mercredi,Soleil,592
Saint-Lazare,9,Lundi,Nuageux,547
Marne-la-Vallée (Chessy),20,Mercredi,Soleil,318
Gare de Lyon,8,Jeudi,Soleil,474
Saint-Lazare,17,Dimanche,Soleil,629
Aéroport CDG 2,21,Vendredi,Nuageux,348
Saint-Lazare,13,Lundi,Pluie,291
Gare du Nord,17,Vendredi,Soleil,1340
Juvisy,20,Lundi,Nuageux,242
Noisy-le-Grand,14,Vendredi,Pluie,248
République,14,Vendredi,Nuageux,244
Créteil-Préfecture,20,Dimanche,Pluie,194
Aéroport CDG 2,5,Mardi,Nuageux,120
Noisy-le-Grand,15,Lundi,Soleil,243
Val de Fontenay,17,Dimanche,Pluie,564
Châtelet-Les Halles,22,Mercredi,Nuageux,533
Boulogne - Pont de Sèvres,9,Mercredi,Pluie,232
Saint-Denis (Stade),8,Mercredi,Soleil,291
Auber / Opéra,10,Vendredi,Soleil,102
Nanterre-Préfecture,19,Jeudi,Nuageux,731
Versailles-Chantiers,6,Mercredi,Soleil,68
Vincennes,8,Samedi,Nuageux,200
Châtelet-Les Halles,18,Vendredi,Soleil,1459
Neuilly-Plaisance,8,Samedi,Nuageux,169
Auber / Opéra,22,Samedi,Soleil,213
Vincennes,20,Mercredi,Pluie,202
Versailles-Chantiers,13,Mardi,Pluie,71
Aéroport CDG 2,12,Vendredi,Soleil,192
Nanterre-Préfecture,15,Dimanche,Pluie,124
Châtelet-Les Halles,18,Lundi,Pluie,1813
Massy-Palaiseau,21,Vendredi,Nuageux,308
Massy-Palaiseau,17,Samedi,Soleil,499
La Défense,12,Mardi,Soleil,303
Neuilly-Plaisance,18,Lundi,Nuageux,552
Saint-Lazare,15,Mercredi,Pluie,293
Val de Fontenay,13,Vendredi,Pluie,191
La Défense,12,Mardi,Nuageux,262
Nation,18,Lundi,Nuageux,951
Marne-la-Vallée (Chessy),19,Samedi,Pluie,633
Marne-la-Vallée (Chessy),5,Jeudi,Soleil,30
Bercy,16,Vendredi,Nuageux,113
Gare du Nord,9,Samedi,Soleil,460
Marne-la-Vallée (Chessy),18,Vendredi,Pluie,992
République,20,Samedi,Pluie,151
La Défense,23,Mercredi,Nuageux,543
Versailles-Chantiers,20,Jeudi,Pluie,282
Nation,11,Mercredi,Soleil,173
Cergy-Préfecture,7,Jeudi,Nuageux,292
Gare du Nord,12,Dimanche,Nuageux,208
Saint-Lazare,18,Dimanche,Pluie,840
Versailles-Chantiers,7,Lundi,Soleil,253
Nanterre-Préfecture,15,Lundi,Pluie,259
Neuilly-Plaisance,18,Samedi,Soleil,335
Montparnasse,6,Vendredi,Soleil,91
Gare du Nord,8,Vendredi,Nuageux,508
Cergy-Préfecture,9,Samedi,Pluie,256
Montparnasse,23,Lundi,Pluie,436
Vincennes,14,Jeudi,Nuageux,195
Neuilly-Plaisance,6,Dimanche,Pluie,88
Gare de Lyon,7,Mercredi,Soleil,360
Vincennes,19,Lundi,Soleil,783
Val de Fontenay,23,Lundi,Pluie,281
Cergy-Préfecture,6,Mardi,Nuageux,12
Créteil-Préfecture,7,Vendredi,Soleil,279
Saint-Lazare,16,Jeudi,Pluie,286
Marne-la-Vallée (Chessy),18,Mercredi,Pluie,957
Juvisy,21,Mardi,Soleil,251
Neuilly-Plaisance,20,Mardi,Soleil,282
Val de Fontenay,21,Samedi,Pluie,221
Noisy-le-Grand,13,Lundi,Soleil,49
Versailles-Chantiers,7,Vendredi,Nuageux,241
Créteil-Préfecture,18,Lundi,Soleil,711
Val de Fontenay,7,Mardi,Nuageux,236
Créteil-Préfecture,10,Mardi,Nuageux,8
Cergy-Préfecture,23,Dimanche,Soleil,141
Vincennes,17,Mercredi,Nuageux,599
Versailles-Chantiers,9,Lundi,Pluie,346
Vincennes,5,Lundi,Pluie,77
Nanterre-Préfecture,16,Dimanche,Pluie,42
Gare de Lyon,19,Jeudi,Pluie,1594
Val de Fontenay,23,Mercredi,Pluie,289
Aéroport CDG 2,6,Vendredi,Soleil,89
Vincennes,7,Lundi,Pluie,204
Gare de Lyon,11,Lundi,Soleil,226
Versailles-Chantiers,15,Vendredi,Pluie,140
Noisy-le-Grand,14,Mercredi,Pluie,198
Saint-Denis (Stade),12,Lundi,Nuageux,109
Aéroport CDG 2,6,Vendredi,Nuageux,80
Gare du Nord,18,Dimanche,Pluie,1105
Marne-la-Vallée (Chessy),17,Jeudi,Nuageux,758
Gare de Lyon,11,Dimanche,Nuageux,107
Cergy-Préfecture,13,Lundi,Soleil,131
Versailles-Chantiers,11,Vendredi,Pluie,141
Aéroport d'Orly,5,Mardi,Soleil,90
Marne-la-Vallée (Chessy),5,Lundi,Nuageux,61
Vincennes,10,Jeudi,Nuageux,78
La Défense,5,Vendredi,Soleil,136
Nation,20,Dimanche,Soleil,79
Cergy-Préfecture,7,Vendredi,Nuageux,365
Bercy,17,Lundi,Nuageux,716
Gare de Lyon,8,Mardi,Pluie,572
Juvisy,21,Vendredi,Nuageux,266
Gare du Nord,14,Vendredi,Soleil,323
Massy-Palaiseau,8,Dimanche,Soleil,182
Noisy-le-Grand,16,Mardi,Soleil,117
Gare de Lyon,17,Jeudi,Soleil,1197
Nanterre-Préfecture,8,Lundi,Nuageux,348
Val de Fontenay,20,Samedi,Soleil,155
Auber / Opéra,23,Lundi,Nuageux,329
Neuilly-Plaisance,11,Lundi,Nuageux,123
Bercy,5,Mercredi,Pluie,24
Auber / Opéra,20,Lundi,Pluie,432
Noisy-le-Grand,6,Samedi,Soleil,1
Auber / Opéra,5,Mardi,Pluie,139
Boulogne - Pont de Sèvres,18,Lundi,Pluie,649
Massy-Palaiseau,9,Samedi,Nuageux,352
Bercy,19,Jeudi,Nuageux,845
Bercy,14,Mercredi,Pluie,250
Boulogne - Pont de Sèvres,6,Mardi,Pluie,100
Gare de Lyon,15,Mardi,Pluie,398
Aéroport d'Orly,20,Jeudi,Pluie,281
Gare de Lyon,23,Lundi,Pluie,549
